id,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6,recommendation7,recommendation8,recommendation9,recommendation10,recommendation11,recommendation12
tt0113538,tt0107985,tt0127624,tt0112499,tt0111359,tt0120645,tt0106223,tt0116311,tt0282123,tt0114048,tt0116756,tt0109287,tt0110006
tt0095900,tt0095557,tt0081248,tt0082559,tt0141897,tt0070190,tt0061412,tt0082243,tt0067134,tt0094627,tt0089735,tt0090145,tt0100107
tt0473709,tt0796368,tt0073766,tt3093546,tt1228953,tt2870808,tt0339939,tt4550420,tt0186589,tt1285309,tt7544820,tt0093407,tt0049743
tt0027527,tt0016029,tt0024914,tt0026252,tt0028118,tt0026641,tt0029751,tt0028315,tt0027421,tt0028988,tt0030657,tt0026835,tt0031580
tt0076261,tt0064208,tt0074575,tt0067672,tt0061709,tt0073784,tt0071784,tt0068657,tt0039152,tt0066886,tt0086856,tt0078224,tt0062645
tt0067314,tt0070640,tt0082111,tt0069865,tt0120773,tt0073766,tt0069080,tt0071524,tt0065963,tt0067589,tt0070819,tt0064117,tt0072034
tt0425236,tt1707391,tt0393329,tt0217978,tt0118734,tt0133122,tt0106660,tt2758890,tt9482230,tt0092751,tt3125652,tt0116378,tt0112288
tt0044040,tt0041967,tt0043503,tt0042324,tt0048291,tt0034449,tt0039305,tt0045544,tt0044533,tt0046816,tt0035608,tt0047985,tt0037611
tt0070085,tt0142998,tt0224077,tt0451788,tt0072285,tt0358717,tt0065932,tt0142773,tt0142257,tt0068008,tt0283693,tt0064624,tt0067076
tt0085356,tt0084298,tt0085627,tt0100881,tt0087127,tt0087759,tt0092516,tt0099637,tt0088379,tt0081081,tt0080440,tt0092860,tt0094997
tt0173390,tt2327531,tt0245501,tt0090766,tt0104321,tt0116442,tt0107566,tt0226540,tt14501052,tt1714202,tt0155940,tt0251696,tt1853789
tt0212380,tt0110496,tt0250716,tt0129023,tt0112427,tt0101597,tt0103129,tt0914797,tt2404728,tt0120521,tt1657299,tt0138541,tt0284451
tt0119665,tt0120584,tt0117582,tt0298408,tt0108265,tt0120879,tt0110891,tt0214930,tt0100813,tt0140379,tt0117364,tt0238112,tt0433387
tt0284214,tt0094210,tt0316463,tt1461211,tt0380732,tt0210915,tt4247428,tt1242845,tt2833074,tt1258134,tt0366532,tt13527546,tt0437230
tt0433963,tt0454224,tt0787505,tt0470000,tt0435653,tt0443435,tt0893532,tt0453533,tt2102499,tt0476958,tt0401815,tt0922642,tt0082427
tt0364955,tt0089507,tt0162346,tt0109508,tt0305206,tt6101624,tt0114906,tt0412637,tt0116041,tt0307987,tt0376543,tt3021498,tt0362004
tt0219333,tt0116783,tt0256103,tt0284525,tt0318181,tt0329355,tt0240402,tt2023714,tt0168794,tt0112849,tt0187995,tt0138398,tt0062004
tt0076582,tt0079583,tt0187781,tt0073691,tt0087817,tt0119692,tt0081748,tt0074963,tt0079540,tt10982320,tt0077147,tt0087980,tt0280341
tt0144715,tt0117364,tt0136244,tt0098725,tt0099040,tt0116722,tt0199626,tt0810784,tt0107822,tt0280778,tt0180073,tt0092123,tt0157583
tt0075860,tt0212720,tt0073195,tt0096754,tt0092965,tt0088939,tt0118884,tt0072226,tt0067023,tt0181689,tt12108272,tt0059181,tt0078723
tt0091767,tt0084809,tt0096094,tt0093793,tt0116999,tt0087262,tt0271527,tt0315983,tt0120847,tt0072284,tt0091534,tt0100333,tt0104201
tt0085385,tt0087472,tt0085694,tt0082592,tt0092744,tt0082279,tt0082498,tt0083542,tt0180274,tt15321902,tt0082812,tt0124014,tt0082467
tt0469184,tt2070597,tt0338754,tt3145558,tt1680123,tt0307180,tt6078346,tt2124180,tt14219458,tt10648440,tt8893498,tt3068650,tt9541602
tt0368619,tt3253650,tt1334328,tt0378897,tt1834319,tt7436642,tt0089804,tt10710246,tt4508712,tt0164063,tt0905329,tt6229786,tt3909336
tt0065511,tt0063808,tt0074228,tt0073559,tt0068752,tt0061565,tt0062395,tt0062235,tt0081459,tt0063469,tt0068282,tt0067169,tt0038873
tt0200642,tt0430216,tt0092549,tt0066578,tt0072895,tt0090057,tt0102293,tt0077645,tt0082611,tt0165214,tt0097942,tt0210070,tt0086877
tt0092717,tt0090770,tt0085980,tt0095067,tt0096925,tt0093648,tt0086972,tt0095446,tt0084621,tt0085183,tt0093276,tt0092921,tt0110854
tt0093113,tt0060315,tt0074740,tt0064240,tt0061074,tt0060143,tt0062151,tt0060261,tt0063032,tt0073594,tt0066612,tt0066240,tt0064273
tt0040971,tt0037614,tt0040499,tt0028219,tt0043910,tt0038984,tt0036230,tt0023181,tt0026413,tt0030755,tt0045186,tt0024426,tt0038461
tt0139239,tt0117802,tt1016177,tt0126886,tt0109893,tt0119229,tt0127723,tt0299937,tt0146882,tt0120655,tt0118842,tt0134619,tt0333766
tt0116165,tt6148376,tt3293184,tt0338621,tt0222518,tt0096707,tt4654650,tt0832330,tt0454349,tt0120738,tt0098762,tt0184111,tt0167552
tt0390043,tt0456999,tt5700648,tt2441802,tt2401365,tt1826714,tt0348591,tt0426196,tt0423293,tt1504547,tt0880645,tt0991243,tt2828696
tt0068638,tt0062765,tt0071249,tt0067800,tt0059037,tt0065214,tt0070518,tt0109890,tt0063688,tt0068786,tt0074695,tt0072308,tt0080031
tt0338188,tt0800308,tt0269347,tt2398231,tt0316356,tt0160797,tt0245046,tt3877200,tt0111756,tt0419294,tt0312549,tt0317648,tt0105585
tt0141824,tt7613162,tt5584732,tt3358086,tt0813547,tt9014656,tt2387828,tt0312358,tt0252223,tt13450470,tt0187696,tt3458254,tt0426578
tt0072317,tt0066832,tt0061420,tt0075754,tt3406608,tt0073357,tt0066625,tt0068093,tt5347958,tt0082136,tt0093780,tt0073210,tt0098622
tt0102032,tt0097257,tt0089730,tt0104118,tt0128037,tt0085733,tt0087260,tt0097882,tt0085363,tt0086292,tt0268995,tt0104536,tt0790628
tt0133122,tt0118734,tt0116378,tt0393329,tt0106660,tt0425236,tt1707391,tt0217978,tt0112288,tt0092751,tt0099939,tt2758890,tt0103759
tt0046921,tt0048001,tt0050323,tt0053775,tt0057004,tt0049357,tt0063895,tt0062671,tt0045201,tt0060321,tt0045808,tt0065648,tt0056335
tt0475627,tt1578116,tt1039995,tt0486615,tt0207513,tt0206067,tt0133024,tt0405266,tt2275802,tt0211126,tt0382383,tt0286724,tt0495034
tt0109836,tt0111742,tt0103874,tt0021884,tt1976009,tt1535715,tt0098625,tt0113403,tt0145531,tt0116477,tt0475331,tt0094332,tt0097499
tt0370919,tt0303184,tt1235075,tt0257290,tt0476508,tt0121403,tt6877164,tt1683040,tt0297741,tt0119677,tt4964310,tt0081349,tt0062925
tt0109370,tt0098645,tt0101701,tt0111653,tt0102598,tt0090660,tt0090098,tt0095253,tt0102558,tt0098554,tt0088850,tt0081925,tt0101625
tt0113074,tt0142371,tt0089091,tt0102655,tt0118745,tt0106915,tt0097138,tt0091211,tt0110255,tt0099817,tt0090009,tt0093991,tt10933680
tt0485774,tt14449392,tt2230358,tt0144120,tt2525156,tt9191844,tt1850397,tt1650537,tt0450278,tt0494199,tt0095285,tt0087298,tt8150814
tt0069464,tt0072354,tt0071628,tt0064186,tt0067487,tt0066849,tt0068394,tt0065580,tt0068367,tt0059821,tt0085918,tt0057527,tt0071849
tt0120683,tt0119783,tt0107057,tt0080798,tt0118901,tt0105483,tt4435082,tt0110146,tt0116095,tt0108162,tt0091554,tt0091786,tt0164108
tt0065744,tt0067950,tt0065168,tt0073324,tt0126004,tt0062446,tt0079135,tt0081250,tt0084357,tt0078077,tt0070013,tt0112856,tt0070636
tt0086904,tt0093512,tt0093562,tt0087028,tt0088646,tt0162973,tt4895498,tt0089062,tt0120514,tt0115640,tt0094667,tt2404639,tt0091491
tt0113986,tt0130121,tt0112966,tt0313737,tt0119109,tt0116669,tt0758766,tt0182789,tt0095288,tt1314228,tt0762114,tt0129290,tt0109831
tt0185183,tt0421051,tt0369226,tt0339034,tt0096870,tt0089280,tt0785077,tt1098327,tt0060666,tt0317676,tt0383222,tt4458206,tt5206098
tt0076127,tt0075917,tt0071413,tt0055106,tt0065483,tt0075382,tt0087480,tt0177226,tt0079273,tt0052169,tt0074434,tt0312723,tt0094079
tt0040582,tt0041085,tt0042179,tt0044851,tt0038694,tt0045468,tt0033781,tt0035173,tt0043425,tt0043255,tt0033723,tt0035555,tt0036004
tt0800027,tt1134629,tt0455538,tt0308383,tt0455805,tt0995039,tt0146671,tt0977214,tt0849470,tt0111045,tt1037218,tt0404254,tt0924129
tt0118556,tt0113117,tt0110099,tt0111693,tt0035423,tt0105165,tt0120632,tt0162983,tt1133993,tt0848281,tt0312329,tt0128853,tt0108160
tt0386504,tt1085507,tt0339771,tt0275688,tt0449086,tt0434172,tt0107096,tt0105636,tt2249221,tt0451166,tt0330111,tt0455841,tt0315431
tt0290662,tt0113922,tt1245489,tt0885520,tt1301178,tt7943248,tt0310154,tt0107282,tt0108188,tt1386963,tt0054407,tt10110180,tt1205551
tt0367478,tt0783598,tt0462329,tt0458471,tt0238552,tt0339135,tt0298296,tt0193364,tt0139151,tt0827521,tt2395199,tt0120724,tt3488328
tt0420757,tt0202623,tt0186894,tt2364841,tt1172991,tt0300051,tt1225822,tt0252028,tt0264472,tt0119209,tt0141098,tt0116422,tt0184858
tt0074430,tt0072225,tt0069795,tt0068284,tt0085918,tt0015202,tt0070656,tt0082559,tt0058620,tt0200659,tt0072354,tt0072869,tt0104139
tt0049830,tt0050933,tt0056632,tt0046903,tt0052415,tt0057878,tt0064728,tt0042727,tt0060120,tt0045943,tt0056264,tt0047677,tt0055257
tt0070518,tt0071249,tt0065446,tt0056412,tt0065214,tt0068638,tt0074695,tt0059418,tt0067800,tt0068786,tt0073240,tt0086058,tt0067411
tt0094642,tt0083542,tt0081515,tt0083296,tt0085385,tt0091969,tt0084133,tt5031108,tt0124014,tt0082467,tt0085253,tt0087472,tt0082479
tt0067483,tt0064030,tt0065593,tt0057877,tt0074235,tt0098631,tt0073158,tt0076211,tt0084931,tt0067919,tt0061594,tt0298348,tt0303274
tt0077904,tt0083629,tt0095740,tt0072750,tt0086636,tt0068716,tt0074593,tt0081382,tt0072440,tt0071095,tt0086276,tt0062292,tt0076704
tt0068595,tt0097365,tt0058301,tt0372909,tt0063787,tt0087127,tt0087903,tt0062711,tt0071650,tt0071464,tt0064494,tt0051413,tt0074670
tt0081656,tt0090886,tt0064100,tt0070640,tt0081568,tt0074235,tt0072034,tt0053796,tt0082970,tt0084335,tt0088683,tt0097276,tt0082853
tt0119142,tt0279889,tt0426686,tt0124298,tt0097778,tt0110066,tt0920453,tt0486946,tt0104288,tt0104452,tt0117608,tt0129280,tt0088865
tt0070787,tt0072747,tt0065579,tt0071221,tt0072284,tt0070169,tt0083542,tt0072604,tt0071224,tt0079153,tt0073697,tt0070990,tt0072348
tt0203672,tt0165499,tt0243876,tt1186371,tt0116014,tt0286098,tt0116426,tt0439630,tt0105385,tt0478024,tt1349853,tt0104770,tt0110852
tt0453453,tt0120654,tt0119951,tt0090685,tt0495046,tt0408524,tt0277973,tt0110442,tt0088333,tt0156323,tt0283469,tt0486551,tt0085470
tt0264150,tt0186894,tt0256380,tt1493842,tt0253867,tt0156741,tt0305711,tt0126423,tt0361620,tt1093908,tt0369735,tt0212346,tt0245573
tt0379708,tt1402488,tt11014432,tt0130623,tt2190193,tt0991150,tt0218796,tt0195994,tt1362045,tt9794604,tt1867086,tt2066048,tt0822601
tt0126344,tt0878674,tt0120706,tt0332658,tt0419420,tt5752606,tt0117690,tt0099566,tt0118064,tt2092011,tt0272404,tt8247470,tt0118804
tt0088765,tt0068718,tt0096244,tt0094078,tt0097458,tt0090685,tt0085892,tt0099450,tt0088933,tt0087429,tt0089217,tt0083457,tt0245341
tt0076125,tt0073091,tt0080839,tt0071882,tt0091748,tt0059487,tt0295216,tt0134751,tt0057609,tt0076055,tt0098334,tt0073508,tt0076604
tt0220827,tt0117658,tt0104053,tt0330691,tt0066735,tt0804507,tt0093677,tt0065761,tt0430676,tt0084777,tt0080923,tt0065143,tt0087909
tt0024429,tt0023659,tt0022834,tt0024210,tt0033616,tt0024890,tt0022290,tt0025333,tt0024008,tt0040460,tt0025228,tt0023986,tt0023589
tt0080923,tt0084777,tt0093677,tt0087909,tt0073582,tt0076786,tt0804507,tt0065143,tt0065761,tt0066735,tt0117658,tt0089013,tt0104053
tt0248126,tt0172684,tt0347304,tt0213890,tt0347473,tt1024943,tt0112870,tt1182937,tt0238936,tt2112124,tt2176013,tt0118983,tt0449999
tt0099399,tt0102045,tt0090927,tt0089604,tt0094792,tt13472058,tt0107101,tt9380252,tt12236244,tt0087727,tt0089348,tt14059620,tt0088936
tt0085470,tt0090685,tt0119644,tt0088307,tt0083804,tt0165303,tt0088000,tt0275170,tt0072855,tt0313245,tt0080487,tt0216930,tt0084111
tt0092744,tt0095299,tt0082527,tt0082279,tt0082467,tt0082378,tt0180274,tt0087472,tt0124014,tt0091338,tt0082818,tt0082812,tt0093628
tt0095063,tt0099143,tt0094327,tt0091898,tt0099381,tt0096806,tt0099151,tt0096932,tt0083661,tt0119588,tt0083156,tt0282672,tt0095984
tt0044855,tt0045899,tt0039054,tt0045963,tt0041956,tt0053690,tt0040308,tt0039501,tt0053054,tt0048171,tt0045479,tt0046330,tt0025461
tt0317042,tt0284978,tt13210228,tt0883995,tt0498311,tt0071408,tt0117069,tt0110604,tt0069280,tt0267287,tt0470705,tt0071523,tt1595833
tt0069924,tt0070634,tt0068716,tt0085824,tt0062833,tt0070770,tt0069024,tt0061520,tt0071276,tt0073275,tt0058405,tt0056601,tt0073042
tt0212826,tt0279977,tt0151691,tt0807054,tt0114671,tt0313670,tt0115832,tt0380366,tt0110296,tt0107920,tt0100491,tt3110960,tt1242545
tt0424205,tt0344510,tt0372824,tt0119038,tt1064932,tt0301357,tt0240149,tt0426578,tt0444182,tt0362225,tt3841424,tt0813547,tt0283509
tt0073582,tt0084777,tt0065143,tt0076786,tt0087909,tt0080923,tt0093677,tt0065761,tt0109589,tt0066735,tt0089013,tt0058567,tt0220827
tt0114660,tt0120241,tt0104549,tt0119783,tt0099939,tt0103635,tt0116830,tt0099850,tt0094644,tt0094894,tt0160399,tt0105226,tt0100685
tt0102813,tt0102802,tt0107745,tt0120044,tt0377056,tt0108526,tt0096787,tt0092695,tt0101329,tt0118829,tt0104740,tt0168071,tt0100477
tt0114214,tt0099365,tt0120744,tt0381849,tt0108358,tt0108330,tt0110478,tt0090022,tt0163978,tt0116999,tt0093811,tt0114702,tt0100994
tt0328538,tt0159097,tt0172493,tt0119558,tt0113540,tt0378793,tt0840196,tt0115963,tt0283139,tt0097493,tt0139134,tt5159916,tt0242193
tt0499101,tt0276617,tt0119510,tt1063669,tt0092149,tt0177858,tt0426578,tt2179055,tt2611652,tt4226388,tt1224153,tt3877674,tt1173745
tt0804443,tt0385560,tt0096119,tt0187696,tt7703924,tt0096118,tt1135525,tt0276816,tt0454082,tt1422136,tt4002210,tt0220506,tt0348505
tt0210616,tt1145144,tt5176536,tt0206275,tt0462590,tt5834660,tt0204946,tt0322589,tt3507484,tt1126591,tt1800741,tt1023481,tt0102816
tt0022074,tt0023303,tt0020112,tt0021153,tt0025493,tt0028575,tt0023622,tt0021873,tt0023940,tt8799872,tt0029929,tt0024548,tt0021885
tt0236027,tt0342492,tt0418455,tt3877674,tt0180748,tt0246692,tt11655202,tt0920458,tt0189179,tt0457655,tt0315543,tt0273719,tt0117407
tt0373747,tt0291003,tt0439547,tt0244504,tt0907134,tt0241663,tt0119815,tt0857355,tt0082317,tt5622284,tt0489458,tt0333388,tt0318590
tt0103241,tt0116778,tt0096061,tt0101587,tt0107050,tt0114694,tt0104952,tt0080487,tt0083131,tt0095031,tt0100449,tt0098554,tt0093748
tt0398029,tt0492477,tt1029269,tt0835500,tt1092542,tt0198434,tt0216851,tt0806135,tt0472118,tt0399860,tt0278035,tt0993355,tt0268374
tt0090151,tt0084783,tt0092225,tt0084129,tt0100135,tt0107286,tt0087263,tt0079688,tt0086014,tt0118117,tt0094025,tt0085210,tt0089652
tt0062657,tt0060728,tt0060980,tt0065225,tt0063102,tt0059557,tt0072542,tt0054473,tt0061810,tt0048822,tt0060592,tt0058153,tt0057071
tt0050301,tt0052141,tt0045192,tt0051649,tt0058018,tt0058456,tt0053644,tt0055069,tt0049322,tt0049593,tt0057683,tt0050922,tt0047184
tt0187512,tt0102395,tt0409011,tt0192111,tt0139388,tt0427650,tt1509788,tt0200550,tt0186975,tt0204175,tt0234829,tt0202402,tt0852923
tt0074559,tt0070909,tt0080198,tt2755338,tt0073835,tt0066769,tt0074812,tt0067525,tt0070723,tt0074342,tt8268444,tt5737536,tt6764692
tt0120863,tt0077405,tt0498380,tt0418689,tt0478304,tt0277434,tt0069762,tt0215750,tt0402399,tt0265086,tt1595656,tt0091763,tt0120188
tt0210382,tt0153464,tt0099160,tt0085872,tt0114558,tt0267626,tt0972390,tt0093605,tt4532536,tt9462672,tt1602129,tt6075918,tt0216799
tt0040187,tt0033477,tt0033858,tt0036395,tt0040974,tt0038045,tt0044138,tt0031089,tt0033918,tt0024334,tt0045162,tt0027443,tt0029845
tt0040321,tt0041672,tt0028356,tt0042428,tt0032963,tt0027532,tt0044136,tt0041327,tt0027189,tt0020821,tt0041663,tt0047679,tt0030018
tt0892767,tt1781775,tt0331468,tt1060255,tt14229986,tt0756672,tt0951335,tt0804552,tt0790686,tt5905354,tt0910905,tt1486861,tt0114736
tt0102940,tt0085363,tt0283077,tt0217802,tt0112942,tt0117710,tt0337640,tt0183355,tt0207302,tt0228004,tt4592550,tt0091910,tt0113990
tt0418004,tt1343115,tt0806165,tt0452643,tt0783238,tt0361841,tt0455958,tt0858479,tt0212910,tt0325123,tt0401420,tt0372334,tt0293554
tt0427339,tt0948544,tt0384639,tt0371589,tt1332134,tt1054116,tt0279064,tt1029235,tt1114723,tt1386683,tt0175136,tt1678020,tt9860258
tt0234748,tt0106450,tt0092910,tt0116247,tt1401631,tt0080931,tt0099384,tt0155350,tt0087998,tt0096343,tt0094627,tt0082244,tt0092074
tt0119620,tt7219324,tt1852006,tt0234988,tt0084329,tt0431979,tt0491901,tt0069027,tt0106632,tt0216787,tt0118015,tt0058458,tt0075946
tt0325710,tt0332452,tt0181689,tt0416449,tt0320661,tt0985699,tt1631867,tt0343818,tt1483013,tt0099987,tt0407304,tt0450259,tt0480249
tt0465461,tt1945087,tt0479289,tt0488151,tt0480268,tt1325743,tt1675759,tt1570583,tt2134170,tt0219408,tt2231138,tt0286493,tt0329297
tt0117202,tt0111093,tt0110115,tt0208196,tt0120782,tt0119892,tt0095215,tt0100143,tt0111187,tt0107057,tt0107473,tt3956754,tt0067535
tt0099253,tt0103956,tt0094862,tt0144120,tt2230358,tt0387575,tt3280262,tt8663516,tt8388390,tt12362982,tt0091080,tt0329101,tt0093629
tt0094597,tt0101256,tt0092809,tt0083542,tt0156413,tt0091707,tt0085918,tt0091829,tt0080711,tt0096340,tt0155350,tt0787485,tt0127045
tt0044075,tt0048199,tt0042935,tt0048423,tt0049388,tt0053003,tt0043088,tt0039941,tt0039666,tt0044370,tt0045332,tt0036418,tt0038780
tt0044997,tt0051750,tt0043418,tt0050495,tt0045824,tt0067952,tt0040175,tt0043131,tt0048339,tt0056289,tt0034384,tt0047860,tt0036719
tt0414931,tt0250638,tt0220644,tt0491044,tt0374184,tt0796212,tt0434008,tt0216165,tt0969269,tt0491244,tt0176809,tt1371585,tt0415380
tt0047641,tt0055552,tt0044324,tt0045966,tt0026071,tt0033748,tt0050650,tt0037007,tt0039688,tt0046804,tt0041431,tt0031314,tt0042646
tt0102034,tt0110027,tt0144964,tt0091203,tt0299981,tt0103442,tt0182228,tt0144714,tt0106950,tt0116136,tt0465657,tt0147773,tt0107969
tt0069124,tt0083869,tt0098261,tt0066980,tt0082243,tt0109550,tt0069840,tt0095286,tt0108111,tt0057465,tt0083745,tt0092671,tt0070270
tt0096769,tt0091707,tt0094850,tt0122037,tt0095454,tt0082511,tt0094642,tt0090057,tt0070078,tt0092074,tt0086014,tt0084739,tt0087746
tt0071486,tt0075178,tt0080719,tt0085524,tt0095134,tt0090101,tt0106867,tt0099545,tt0116279,tt0205924,tt0086874,tt0072637,tt0099293
tt0021282,tt0021040,tt0022153,tt0022268,tt0022626,tt0022905,tt0021799,tt0023814,tt0019884,tt0024916,tt0020613,tt0024240,tt0043633
tt0379217,tt0412019,tt0102536,tt0090967,tt0165798,tt0112817,tt0088184,tt0097940,tt1135092,tt0106584,tt0090861,tt1714915,tt0084488
tt0164336,tt0101325,tt0108349,tt0110255,tt0102202,tt0104609,tt0110256,tt0105395,tt0111174,tt0107962,tt5208950,tt0109098,tt0106915
tt0093220,tt0091223,tt0104449,tt0097527,tt0093075,tt0096426,tt0095863,tt0099180,tt0079714,tt0100260,tt0098622,tt0110823,tt0091630
tt0488870,tt3756788,tt10495912,tt5890000,tt11273452,tt1301264,tt0432325,tt0366655,tt1853614,tt0425661,tt3331846,tt9860350,tt13273172
tt0492881,tt0997038,tt1197613,tt0758762,tt0208104,tt3289804,tt0319512,tt8408218,tt0396096,tt0820466,tt1884457,tt5851014,tt0906727
tt0098327,tt0103793,tt0109020,tt0216625,tt0324197,tt0387898,tt1149362,tt5304464,tt0254686,tt0119167,tt1602620,tt0120075,tt0808279
tt0326976,tt10934170,tt4209174,tt1879078,tt0161841,tt11474008,tt0758796,tt1130983,tt5183990,tt7967702,tt6643608,tt4209590,tt8480782
tt0122768,tt0415481,tt0110443,tt1318414,tt0465967,tt1796657,tt0100419,tt0189160,tt0211730,tt0263118,tt0107612,tt0212593,tt0234355
tt0088255,tt0089539,tt0091836,tt0064273,tt0127069,tt0331322,tt0093146,tt0089308,tt0072260,tt0083628,tt0081617,tt0085318,tt0082244
tt0107286,tt0105636,tt6185374,tt0111323,tt0094025,tt0109303,tt0100135,tt0100994,tt0103112,tt0107659,tt0096098,tt0106292,tt0108473
tt0034902,tt0036959,tt0032637,tt0032635,tt0035096,tt0034786,tt0036376,tt0032818,tt0043255,tt0037098,tt0037099,tt0035899,tt0037793
tt0062827,tt0065492,tt0079770,tt0079710,tt0086377,tt0071269,tt0068732,tt0064639,tt0065086,tt0050302,tt0072274,tt0067411,tt0089160
tt0071424,tt0067927,tt0071571,tt0073600,tt0067893,tt0073349,tt0073896,tt0062649,tt0077474,tt0120430,tt0075235,tt0070915,tt3646322
tt0413358,tt3119416,tt4881126,tt7583794,tt1922569,tt14328782,tt1498708,tt10756184,tt13845736,tt7664100,tt13603598,tt15341464,tt14776918
tt0458242,tt0116752,tt0311519,tt0158692,tt0110832,tt0094675,tt0098532,tt0105750,tt0092149,tt0099818,tt5222918,tt1508675,tt0087020
tt0363988,tt0142688,tt0120681,tt0162661,tt0408236,tt0138304,tt1243957,tt0221027,tt0285823,tt0113972,tt2209764,tt1077368,tt0112883
tt0039631,tt0044837,tt0050598,tt0018773,tt0014624,tt0014358,tt0050243,tt0015864,tt0061523,tt0009018,tt0013486,tt0009611,tt0284687
tt0364970,tt0295701,tt1411250,tt0296572,tt0266465,tt0134847,tt1618442,tt1293847,tt1242521,tt0118644,tt0329774,tt0211465,tt0107642
tt0068414,tt0073470,tt0056875,tt0064048,tt0075913,tt0058606,tt0059727,tt0067630,tt0071408,tt0085937,tt0110329,tt0057128,tt0308132
tt0065009,tt0060288,tt0066276,tt0055618,tt0061568,tt0064643,tt0037634,tt0013902,tt0060880,tt0062728,tt0062792,tt0059649,tt0039229
tt0314502,tt0115067,tt0468644,tt2401621,tt0393775,tt0118588,tt0270891,tt6851410,tt0301992,tt0239060,tt0070842,tt1870949,tt0087060
tt0047559,tt0050778,tt0050610,tt0052320,tt0050720,tt0051020,tt0043545,tt0049370,tt0051786,tt0049128,tt0050622,tt0049169,tt0050873
tt0898367,tt0399146,tt0765443,tt0206634,tt0472043,tt2936180,tt3553976,tt1037705,tt0421238,tt1674772,tt0317648,tt2514338,tt0436364
tt0092576,tt0094860,tt0085303,tt0100581,tt0095379,tt0084719,tt0082748,tt0109592,tt0083120,tt0082951,tt0069920,tt0081318,tt0082966
tt0410603,tt0105402,tt0072158,tt1122836,tt0478994,tt6190118,,,,,,,
tt0071913,tt0068612,tt0070165,tt0071361,tt0084070,tt0072882,tt0082009,tt0076929,tt0085542,tt0086203,tt0082509,tt3113960,tt0149524
tt0142236,tt0142243,tt0142242,tt0142238,tt0142237,tt1125254,tt0142239,tt0142241,tt0142233,tt0142234,tt0142244,tt0142247,tt0142240
tt0416471,tt0404163,tt0968264,tt1183923,tt0807842,tt0270197,tt0473267,tt1677082,tt1153690,tt1175709,tt1244754,tt0420015,tt0335034
tt0102898,tt1262981,tt0492492,tt0115783,tt1912398,tt0110538,tt0266452,tt0109361,tt7633938,tt0100143,tt0096870,tt0101889,tt0113828
tt0171359,tt0099726,tt0116477,tt0114057,tt1449175,tt0184791,tt0976246,tt0100519,tt5569310,tt0119223,tt0040416,tt0105790,tt0182295
tt0095253,tt0098554,tt0090098,tt0093748,tt0085995,tt0097958,tt0090056,tt0089670,tt0098645,tt0080487,tt0089155,tt0092086,tt0090305
tt0046969,tt0039645,tt0052169,tt0054462,tt0032390,tt0054724,tt0056983,tt0050147,tt0049334,tt0049013,tt0031298,tt0039895,tt0098261
tt0808506,tt0983213,tt6900448,tt0113824,tt3398268,tt7236034,tt1568921,tt4489416,tt1798188,tt7339826,tt0097814,tt0347618,tt0092067
tt0035966,tt0033873,tt0037075,tt0921768,tt3121332,tt0066883,tt0042579,tt0107535,tt0049006,tt0027652,tt0049949,tt0069815,tt0033486
tt0267913,tt0331632,tt1258157,tt0063950,tt0166792,tt3152592,tt0290057,tt1618435,tt0253658,tt0196931,tt0227538,tt1660055,tt0306274
tt0099819,tt0101748,tt0108327,tt0095736,tt0102494,tt0095532,tt0096018,tt0108135,tt0095853,tt0095903,tt0116289,tt0175080,tt0293069
tt0108147,tt0105417,tt9413018,tt0094137,tt0106611,tt0113041,tt0098966,tt0101862,tt0106965,tt0107614,tt0112431,tt0119137,tt0120783
tt0043526,tt0042451,tt0042247,tt0039566,tt0054537,tt0045012,tt0029942,tt0039293,tt0047162,tt0047408,tt0044852,tt0039066,tt0043983
tt0389828,tt2536246,tt0105462,tt10534030,tt0128378,tt0114279,tt13154580,tt7860890,tt0974554,tt0070948,tt1535002,tt0362269,tt0185547
tt0113189,tt0120347,tt0143145,tt0246460,tt0097742,tt0093428,tt0086034,tt0058150,tt0090264,tt0076752,tt0082398,tt0070328,tt0055928
tt0379184,tt0780661,tt0377061,tt0337879,tt1331287,tt11268644,tt0167739,tt1254696,tt0426597,tt1941261,tt1129381,tt5664676,tt1509788
tt0097534,tt0102067,tt0093227,tt0089308,tt0095334,tt0107899,tt1554092,tt0113349,tt0100438,tt0082533,tt0083296,tt0075651,tt0091969
tt0120187,tt0112869,tt0167832,tt0118745,tt0101928,tt0127751,tt0114224,tt0175323,tt0117481,tt0243327,tt0218053,tt0189810,tt0243920
tt0402493,tt0326449,tt0374128,tt0187231,tt0301634,tt0418887,tt0104860,tt0365089,tt0383846,tt0149291,tt2054808,tt0165546,tt0209180
tt0068850,tt0065037,tt0079948,tt0083006,tt0093683,tt0090970,tt0077360,tt0098283,tt0071970,tt0067309,tt0104006,tt0069404,tt0081420
tt0382189,tt0258761,tt2994832,tt4080768,tt0089015,tt4262174,tt6053440,tt0869977,tt0130444,tt0264761,tt0139362,tt0245238,tt1859522
tt0177747,tt0115487,tt0109699,tt1314652,tt0377834,tt0104545,tt0101317,tt0232611,tt0257231,tt0120868,tt0112546,tt1206285,tt0079200
